temperature,humidity,visibility,wind_speed,hour,weather_condition,risk_level
-10.53,65.0,11.49,16.21,22,Cloudy,Medium
31.47,55.2,9.89,5.0,20,Cloudy,Low
25.85,62.5,2.08,1.7,22,Clear,Low
2.41,100.0,11.38,6.84,1,Cloudy,Medium
14.96,68.1,8.84,33.04,2,Fog,High
27.23,74.6,6.19,9.86,3,Snow,Medium
20.03,56.6,5.92,18.82,12,Clear,Low
16.78,50.9,6.94,0.25,9,Clear,Medium
28.14,64.6,6.21,2.25,5,Clear,Low
6.23,100.0,6.61,10.3,16,Clear,Low
15.37,59.8,14.1,27.31,5,Clear,Low
14.79,71.5,10.11,0.38,23,Clear,Low
11.73,50.1,15.0,6.33,8,Fog,High
10.32,15.4,9.68,20.12,11,Snow,High
15.87,50.8,10.74,26.33,1,Fog,Medium
15.41,100.0,6.36,15.94,0,Heavy Rain,High
2.42,75.7,8.5,18.08,3,Heavy Rain,High
24.62,94.5,8.75,3.93,4,Heavy Rain,Medium
3.28,58.7,10.86,0.09,2,Rain,Medium
12.38,22.6,8.85,1.69,10,Clear,Low
11.46,45.0,10.05,4.14,16,Clear,Medium
19.3,72.1,9.95,14.03,16,Cloudy,Low
-10.43,69.3,8.09,1.02,19,Rain,Medium
25.69,64.8,7.78,14.25,14,Clear,Low
6.88,55.5,6.99,9.16,3,Cloudy,Low
29.64,81.9,12.25,6.94,21,Fog,Medium
9.26,56.0,8.09,19.97,20,Clear,Low
14.41,70.5,9.99,3.37,6,Clear,Low
37.97,68.5,8.53,24.92,20,Thunderstorm,Medium
11.67,58.4,12.19,19.48,12,Cloudy,Low
29.87,49.1,3.04,3.09,9,Clear,Medium
15.47,57.3,9.91,22.82,3,Rain,Medium
19.99,98.7,5.24,2.03,22,Thunderstorm,High
15.84,85.0,10.17,23.64,15,Clear,Low
25.17,83.4,8.56,15.0,10,Clear,Low
6.77,50.8,4.56,2.21,18,Cloudy,Medium
3.19,39.1,10.01,0.34,18,Cloudy,Low
7.34,84.7,9.67,8.36,12,Snow,Medium
16.2,81.3,8.31,19.81,5,Thunderstorm,Medium
12.35,67.5,8.69,10.46,10,Snow,Low
23.52,58.3,9.48,10.24,14,Clear,Low
30.66,38.6,12.53,12.36,4,Heavy Rain,High
3.29,80.6,8.06,5.96,2,Rain,Medium
6.19,86.4,12.04,19.42,22,Cloudy,Low
-2.23,52.8,8.89,24.06,13,Rain,Medium
39.36,51.3,12.89,19.1,14,Cloudy,Medium
18.66,87.3,8.29,8.19,10,Rain,Medium
20.76,53.4,7.0,4.03,19,Rain,Low
-1.08,97.0,5.71,2.26,8,Clear,Medium
14.99,63.0,8.9,1.8,0,Rain,Medium
21.11,58.0,6.62,32.38,18,Clear,Low
11.97,65.8,13.21,11.29,6,Cloudy,Low
27.91,58.0,6.39,20.14,18,Cloudy,Medium
42.74,85.3,6.93,19.65,11,Thunderstorm,High
3.64,80.9,10.74,13.28,8,Cloudy,Low
2.73,84.6,12.56,3.62,12,Snow,Medium
4.47,68.3,11.19,16.67,10,Cloudy,Low
34.27,56.8,12.18,2.26,9,Clear,Low
27.51,64.8,8.76,17.42,6,Cloudy,Low
13.37,57.3,8.8,2.67,8,Clear,Low
15.44,91.4,15.0,8.07,7,Snow,High
5.2,83.0,14.07,8.06,10,Cloudy,Low
25.68,63.4,11.14,24.59,23,Rain,Medium
10.44,48.3,12.32,9.91,8,Heavy Rain,High
11.88,92.7,11.58,32.98,14,Cloudy,Low
22.31,67.5,5.38,4.75,0,Cloudy,High
12.74,62.7,8.88,10.89,0,Clear,Medium
12.18,92.9,13.49,15.72,16,Rain,High
15.13,55.8,11.16,14.95,16,Snow,Medium
24.54,59.3,8.81,19.59,18,Cloudy,Medium
34.76,60.8,13.53,17.49,13,Clear,Low
22.03,41.3,10.11,30.33,7,Rain,Medium
24.64,70.7,11.27,18.58,2,Rain,Low
12.6,51.3,10.12,10.94,23,Cloudy,Low
6.51,54.7,10.62,7.02,4,Cloudy,Low
22.85,52.3,10.84,6.79,23,Cloudy,Low
17.05,54.4,12.9,23.64,6,Heavy Rain,Low
-2.07,49.9,13.29,27.8,13,Rain,High
11.06,69.4,7.65,21.04,2,Cloudy,Low
14.01,62.2,10.07,16.48,19,Heavy Rain,Medium
8.87,65.9,12.81,8.22,9,Snow,High
32.78,100.0,8.61,11.93,13,Clear,Low
20.76,62.2,5.07,10.5,3,Clear,Low
31.48,75.9,6.27,12.18,6,Cloudy,Low
18.16,77.9,6.48,23.27,9,Heavy Rain,Medium
15.98,63.9,7.63,22.82,1,Clear,Low
3.76,69.9,6.76,13.57,17,Snow,Medium
15.14,65.4,12.09,1.71,8,Clear,Low
15.16,68.6,8.17,0.94,17,Rain,Low
-1.41,54.4,12.78,12.61,4,Heavy Rain,High
8.53,56.1,5.61,15.75,0,Clear,Low
11.12,65.3,7.94,1.04,22,Snow,Low
19.96,29.5,9.31,17.94,5,Snow,Low
20.54,91.9,11.43,3.77,23,Clear,Low
8.02,100.0,12.43,11.97,16,Clear,Low
20.63,68.1,7.39,4.12,12,Snow,Medium
12.82,77.0,11.98,24.36,15,Thunderstorm,Medium
-19.44,84.5,3.95,25.7,13,Cloudy,High
9.18,41.2,11.61,2.35,9,Clear,Low
27.95,81.7,4.98,1.67,22,Clear,Low
-5.18,57.3,10.34,18.85,1,Cloudy,Low
16.35,100.0,12.39,8.03,17,Rain,High
34.02,61.6,11.66,24.3,14,Rain,Low
5.87,81.3,4.08,18.7,3,Rain,High
15.03,61.8,7.66,20.25,15,Fog,Low
-0.65,100.0,11.15,4.6,22,Clear,Medium
34.53,55.8,11.06,15.99,7,Cloudy,Low
14.0,86.0,9.83,30.15,13,Clear,Low
15.56,76.3,2.4,13.28,9,Heavy Rain,High
31.25,72.3,12.59,11.59,0,Rain,Medium
22.94,69.1,13.13,8.08,1,Fog,High
4.49,53.0,9.49,2.42,4,Clear,Medium
7.23,18.5,9.69,2.11,15,Snow,Medium
20.94,84.3,10.51,3.97,19,Cloudy,Medium
7.51,56.2,13.38,2.8,1,Clear,Low
-10.41,86.1,9.75,1.89,3,Snow,High
14.36,71.3,8.43,10.03,20,Clear,Low
-2.76,86.6,10.14,4.96,20,Heavy Rain,High
34.4,79.4,8.97,18.08,12,Cloudy,Low
17.12,20.6,9.0,9.15,18,Cloudy,Low
4.14,76.1,3.7,9.19,5,Cloudy,Low
6.62,58.8,10.57,18.9,0,Thunderstorm,High
-7.67,86.0,12.51,27.2,21,Rain,High
1.81,75.6,12.06,32.46,7,Clear,Low
27.2,75.9,11.85,13.3,8,Thunderstorm,Medium
41.78,60.1,8.84,9.46,12,Clear,Low
23.72,48.6,9.44,8.28,14,Cloudy,Low
13.9,57.2,12.57,17.32,1,Snow,High
9.82,32.6,11.6,10.59,14,Clear,Low
3.52,54.4,13.46,10.63,13,Clear,Low
39.72,38.6,6.98,11.22,17,Snow,High
12.74,39.1,6.96,3.52,23,Clear,Low
40.39,67.1,8.0,8.99,17,Cloudy,High
31.72,74.6,6.17,5.98,14,Clear,Low
-5.89,64.4,5.04,25.12,21,Cloudy,Medium
7.01,56.0,10.41,24.69,11,Heavy Rain,Medium
6.97,47.9,10.2,20.46,1,Thunderstorm,Medium
14.04,59.3,9.74,7.56,20,Cloudy,Medium
14.28,50.2,10.06,4.89,23,Cloudy,Low
45.0,63.9,4.61,26.62,23,Clear,High
2.07,37.6,7.56,2.25,21,Cloudy,Low
17.75,77.6,8.12,12.35,21,Snow,Medium
22.4,54.8,9.15,27.21,16,Heavy Rain,High
14.98,71.8,4.62,13.12,0,Cloudy,Medium
16.32,81.0,6.22,9.36,17,Clear,Low
2.46,70.9,7.69,22.44,2,Cloudy,High
16.28,79.4,12.17,12.65,3,Snow,High
21.14,27.8,9.79,13.77,14,Cloudy,Low
18.93,56.1,12.06,25.63,22,Cloudy,Low
21.84,84.9,8.63,10.9,5,Rain,Medium
31.95,74.2,9.0,15.23,3,Clear,Low
26.24,98.3,10.5,5.1,12,Rain,Low
15.86,95.7,8.47,10.13,8,Clear,Low
0.94,70.4,7.13,13.02,20,Clear,Low
7.8,60.5,4.53,5.92,4,Clear,Medium
12.36,47.7,7.21,14.06,22,Rain,Medium
18.03,56.4,11.51,15.47,6,Thunderstorm,Medium
9.26,57.7,12.78,13.83,8,Clear,Low
3.77,54.3,6.68,13.0,16,Cloudy,Medium
0.74,48.5,3.8,10.94,20,Fog,High
-4.81,72.2,11.78,11.12,11,Snow,High
12.18,95.5,9.21,12.71,12,Cloudy,Low
-2.64,81.8,4.96,3.52,15,Heavy Rain,High
2.99,59.2,0.1,23.43,15,Clear,Medium
10.27,83.3,6.11,11.18,18,Heavy Rain,High
-1.03,71.2,7.61,8.37,3,Rain,High
19.56,64.3,5.55,15.56,22,Rain,Low
23.88,63.1,11.08,10.97,1,Clear,Medium
8.41,61.4,6.56,23.18,5,Clear,Low
9.76,76.7,9.04,20.05,18,Clear,Low
21.45,67.5,15.0,12.84,6,Clear,Low
6.43,51.9,9.35,20.45,14,Fog,Medium
5.61,51.0,8.65,14.12,3,Clear,Low
29.36,70.5,8.72,1.61,19,Clear,Low
25.61,72.7,11.01,20.01,7,Rain,Medium
22.22,59.4,10.64,5.1,2,Cloudy,Low
26.11,44.6,5.99,19.65,2,Cloudy,Medium
-8.73,87.5,7.77,18.28,4,Clear,Low
31.25,83.7,7.0,15.99,17,Fog,Medium
19.7,29.2,8.15,15.39,1,Thunderstorm,High
27.13,89.1,14.48,24.51,14,Cloudy,Low
19.65,61.2,10.85,11.78,15,Clear,Low
15.59,68.4,8.76,8.6,7,Rain,Low
11.7,85.5,12.73,19.17,14,Heavy Rain,Medium
19.41,94.7,9.57,5.58,7,Clear,Low
11.26,83.1,4.09,9.86,10,Cloudy,Low
25.41,69.3,13.99,14.27,0,Clear,Low
-4.04,40.2,8.53,14.99,3,Clear,Low
8.5,28.5,2.23,9.0,2,Cloudy,Medium
39.54,80.8,4.2,7.59,0,Cloudy,Medium
7.49,89.2,12.38,1.92,8,Cloudy,Low
12.14,50.3,4.25,4.92,6,Cloudy,Low
4.41,60.1,13.05,28.37,6,Clear,Low
19.03,55.0,9.24,9.61,0,Clear,Low
6.16,54.5,11.14,13.7,18,Clear,Low
12.77,84.3,8.23,1.42,22,Cloudy,Low
25.19,68.9,10.57,35.07,17,Clear,Low
6.61,60.9,9.95,4.25,4,Rain,Medium
24.46,100.0,8.88,1.42,18,Heavy Rain,Medium
24.87,39.2,5.8,11.45,6,Fog,Medium
27.66,74.9,10.08,3.97,7,Fog,High
16.69,46.1,3.55,15.28,19,Cloudy,Medium
45.0,62.2,11.79,1.6,5,Fog,Medium
27.65,67.7,9.59,22.23,23,Snow,High
18.9,80.2,10.39,20.46,20,Clear,Low
4.49,60.3,1.15,10.93,14,Cloudy,Medium
13.84,58.4,5.62,2.9,12,Clear,Medium
32.12,60.0,7.48,4.69,6,Snow,Medium
35.51,45.6,11.02,12.56,15,Cloudy,Low
32.74,76.4,6.17,1.11,10,Clear,Low
24.42,70.1,15.0,2.57,15,Heavy Rain,High
-0.07,72.8,8.21,21.44,1,Snow,High
20.85,63.7,5.95,13.39,8,Rain,Low
0.1,61.5,8.44,13.11,2,Cloudy,Low
-2.85,86.2,6.15,16.75,9,Clear,Medium
17.87,83.4,5.45,10.53,17,Heavy Rain,High
21.28,90.5,12.03,11.46,2,Heavy Rain,High
25.84,71.7,10.54,16.1,19,Cloudy,Medium
20.97,89.3,10.55,19.28,19,Heavy Rain,High
21.38,57.5,12.83,16.48,6,Clear,Low
3.18,61.4,10.46,25.14,4,Cloudy,Medium
13.74,86.5,5.8,12.22,17,Cloudy,Low
-3.09,80.2,11.13,0.12,18,Thunderstorm,High
-9.04,59.8,5.62,21.79,15,Cloudy,Medium
23.89,46.2,7.57,9.79,3,Clear,Low
5.96,61.3,8.86,5.08,12,Clear,Low
25.47,52.7,8.56,18.41,6,Thunderstorm,Medium
28.3,96.0,3.63,15.34,6,Thunderstorm,High
7.57,78.7,6.1,0.49,13,Heavy Rain,Medium
22.08,51.2,8.93,18.04,23,Cloudy,Low
7.07,46.2,7.17,28.87,4,Rain,Medium
-7.15,51.0,12.38,14.91,5,Rain,Medium
16.48,54.9,12.89,9.69,5,Clear,Low
9.35,62.0,5.64,3.02,5,Clear,Low
9.72,85.1,9.18,30.46,22,Cloudy,Low
38.7,47.6,13.75,7.35,2,Cloudy,Medium
-3.31,100.0,8.6,0.67,4,Cloudy,Low
19.59,48.0,7.78,13.0,15,Clear,Low
3.06,39.6,11.58,21.07,8,Rain,Medium
25.9,95.4,8.18,23.12,21,Heavy Rain,Medium
18.58,88.8,12.81,5.95,14,Snow,Medium
19.55,61.7,7.22,11.11,3,Cloudy,Medium
3.66,71.9,7.58,12.0,11,Clear,Low
5.81,72.3,11.37,20.79,2,Clear,Low
26.13,67.5,9.3,17.34,10,Cloudy,Low
36.25,41.7,9.33,14.44,21,Clear,Low
20.76,20.3,3.27,20.23,11,Snow,Medium
4.23,49.8,7.94,0.26,15,Cloudy,Low
19.07,97.7,11.59,15.79,9,Rain,Medium
44.13,98.4,6.65,13.99,23,Cloudy,Medium
16.23,60.3,11.1,11.55,14,Clear,Low
32.54,47.8,9.8,9.75,17,Heavy Rain,High
6.12,70.0,8.4,13.21,19,Cloudy,Medium
14.49,72.9,13.07,6.87,18,Cloudy,Low
22.43,75.8,7.98,36.55,22,Heavy Rain,High
19.77,19.5,8.19,24.23,11,Cloudy,Low
5.8,100.0,8.37,21.84,3,Rain,High
5.29,85.4,9.24,7.23,5,Rain,Low
26.86,61.4,11.3,3.39,5,Thunderstorm,Medium
29.3,52.1,4.58,10.09,13,Heavy Rain,Medium
33.15,82.8,11.6,13.03,2,Clear,Medium
36.65,73.9,9.2,1.04,8,Rain,High
16.62,66.7,10.66,16.32,17,Rain,Medium
11.27,73.3,15.0,21.74,11,Clear,Low
31.21,63.0,7.47,8.12,8,Heavy Rain,Medium
23.56,72.2,5.33,3.9,12,Cloudy,Low
3.21,78.1,9.58,23.05,3,Rain,Medium
2.6,71.2,10.06,15.37,0,Clear,Medium
20.9,70.2,11.61,4.2,17,Clear,Medium
12.87,90.1,7.38,18.62,14,Cloudy,Low
14.68,36.3,6.51,6.65,16,Clear,Medium
27.87,50.6,4.4,9.87,8,Thunderstorm,High
24.11,65.5,4.9,1.75,5,Rain,Low
30.96,51.9,7.75,12.15,19,Clear,Medium
-8.18,57.9,8.65,21.16,17,Cloudy,Medium
18.04,88.2,15.0,7.7,1,Fog,Medium
23.34,62.3,3.92,17.81,23,Rain,Medium
-3.32,32.1,10.01,11.55,13,Cloudy,Low
7.14,57.4,6.82,21.71,7,Cloudy,Low
4.91,66.0,9.67,7.83,8,Clear,Low
15.26,65.7,7.34,26.0,13,Cloudy,Low
34.53,75.0,12.11,18.13,2,Clear,Low
39.27,73.5,12.09,14.2,1,Rain,High
5.23,62.5,8.66,14.52,9,Clear,Low
21.32,43.5,13.32,7.82,22,Cloudy,Low
21.71,57.1,11.28,7.24,9,Fog,Medium
19.65,53.8,13.18,14.36,20,Cloudy,Low
19.79,59.9,8.87,1.21,18,Cloudy,Low
18.64,77.4,11.86,6.58,20,Cloudy,Low
35.25,72.3,6.7,3.56,3,Clear,Low
28.23,79.8,6.39,17.15,23,Rain,Medium
2.28,58.1,15.0,17.28,19,Rain,Medium
24.55,92.2,5.74,23.41,20,Clear,Low
25.71,77.1,7.69,8.99,1,Cloudy,Low
18.78,67.0,3.31,4.73,6,Cloudy,Low
28.58,75.9,6.46,1.22,12,Snow,Medium
17.26,52.8,6.02,14.44,15,Cloudy,Low
17.41,27.0,6.99,24.57,15,Cloudy,Low
16.45,54.1,9.9,11.33,23,Fog,High
-9.22,78.5,10.62,12.24,0,Clear,Medium
14.04,66.4,5.98,11.94,6,Rain,Medium
6.98,62.5,6.63,14.29,1,Rain,Medium
0.76,49.7,12.25,20.97,12,Clear,Low
32.21,29.8,14.12,29.27,6,Thunderstorm,High
21.05,90.6,12.77,16.48,14,Heavy Rain,High
14.64,61.3,4.06,17.08,9,Cloudy,Medium
8.22,57.3,12.57,9.85,6,Cloudy,Low
18.55,52.9,14.56,11.03,8,Cloudy,Medium
26.9,87.6,3.91,10.91,15,Clear,Low
5.08,80.9,12.25,8.7,23,Fog,High
14.94,47.6,9.68,13.15,4,Rain,Medium
25.42,86.0,8.02,17.62,4,Cloudy,Low
-8.23,62.4,9.32,12.57,23,Snow,High
14.31,54.0,10.33,9.48,21,Cloudy,Low
9.85,59.7,12.47,13.13,21,Clear,Low
13.39,50.9,12.32,3.36,22,Clear,Low
8.98,41.2,4.48,19.23,5,Fog,Medium
16.65,79.0,7.05,8.28,4,Cloudy,Low
38.08,61.0,9.28,1.61,15,Cloudy,Medium
11.11,76.1,13.72,16.16,18,Cloudy,Low
18.5,70.2,0.82,16.6,19,Cloudy,High
38.94,74.9,7.17,4.26,23,Cloudy,Medium
8.4,28.2,4.42,17.61,21,Fog,Medium
36.78,49.4,4.89,17.71,5,Cloudy,Medium
15.06,75.2,11.96,29.77,7,Clear,Low
36.38,42.1,7.4,9.88,12,Thunderstorm,Medium
24.0,71.7,2.0,11.51,7,Clear,Medium
18.69,40.0,8.52,6.54,18,Fog,Medium
14.21,65.3,15.0,16.44,19,Snow,Medium
7.51,94.0,3.58,11.96,17,Heavy Rain,High
15.91,78.9,10.6,20.89,0,Clear,Low
25.77,31.7,13.7,8.09,19,Clear,Low
14.84,80.3,8.85,16.25,6,Clear,Low
11.2,97.8,14.78,9.86,8,Cloudy,Medium
11.99,100.0,7.02,4.58,13,Heavy Rain,Medium
26.91,73.6,13.34,17.65,2,Cloudy,Low
29.7,40.4,12.63,3.73,17,Clear,Low
6.99,72.8,8.9,10.56,16,Clear,Medium
6.98,93.7,4.54,10.71,10,Cloudy,Low
19.55,61.6,5.99,11.92,8,Clear,Low
33.33,83.8,1.97,12.43,6,Heavy Rain,High
28.75,49.9,10.78,12.34,15,Clear,Low
-0.02,71.7,10.42,15.27,23,Cloudy,Medium
11.83,20.2,9.24,11.02,11,Heavy Rain,Low
3.83,47.9,8.63,35.54,23,Cloudy,Medium
11.79,64.9,13.07,8.92,11,Fog,Low
34.25,58.5,9.89,1.0,0,Snow,High
-2.07,41.6,7.34,0.69,21,Clear,Low
-4.43,56.0,9.44,17.92,8,Clear,Low
5.06,70.9,15.0,2.32,15,Snow,Medium
18.45,63.4,10.87,1.11,11,Rain,Medium
22.45,66.1,7.83,0.18,14,Fog,Medium
20.25,78.2,8.87,16.11,18,Clear,Low
29.11,58.8,10.39,23.98,23,Thunderstorm,High
-6.16,89.5,7.74,3.5,23,Thunderstorm,High
29.26,47.2,7.47,15.8,6,Clear,Low
11.25,99.7,8.97,11.73,0,Clear,Low
23.78,85.0,13.56,5.3,16,Cloudy,Low
-0.88,58.6,11.37,17.42,4,Cloudy,Medium
15.06,59.8,7.77,9.19,8,Clear,Low
17.84,68.7,11.61,20.95,18,Clear,Low
28.87,75.8,9.03,8.1,14,Snow,High
-4.02,84.7,10.03,5.39,14,Clear,Low
15.37,40.9,9.76,16.07,19,Snow,Medium
1.98,72.9,2.67,15.96,15,Clear,Medium
21.07,26.9,0.1,16.65,22,Snow,High
24.33,61.8,9.68,13.87,4,Clear,Medium
30.45,91.2,6.44,1.7,10,Clear,Low
8.58,39.5,4.08,4.99,10,Snow,High
26.13,36.2,6.53,32.85,19,Clear,High
31.33,69.0,11.77,0.67,20,Clear,Low
-4.72,90.0,10.07,0.74,8,Cloudy,High
22.35,70.9,11.32,18.12,22,Rain,Medium
26.5,30.7,10.36,2.47,15,Rain,High
11.9,34.7,6.24,28.13,5,Clear,Low
0.47,66.8,11.33,36.61,21,Thunderstorm,High
26.32,43.8,10.76,9.83,4,Clear,Medium
0.61,67.5,8.65,14.79,16,Snow,High
12.86,68.5,9.18,4.42,22,Rain,Low
14.52,56.2,11.38,21.28,16,Clear,Medium
23.59,97.7,6.75,8.15,12,Rain,Low
7.48,75.6,12.26,0.06,20,Cloudy,Low
6.78,86.8,10.7,13.07,4,Rain,High
16.19,81.6,9.01,16.93,6,Rain,Low
27.08,62.3,13.59,1.36,15,Cloudy,Low
42.45,61.5,5.12,7.12,17,Rain,High
-3.09,59.6,7.62,2.95,6,Clear,Low
18.78,77.3,6.95,9.15,15,Rain,Low
1.96,53.3,10.07,4.79,18,Cloudy,Low
27.23,96.1,12.55,6.28,13,Fog,Medium
3.74,51.6,6.05,17.86,3,Snow,Medium
6.9,68.9,15.0,14.53,23,Clear,Medium
7.93,60.9,7.01,17.05,8,Heavy Rain,High
14.09,56.9,10.08,10.84,9,Rain,High
18.88,100.0,9.01,18.45,13,Rain,Medium
20.8,57.1,9.14,11.68,5,Clear,Low
14.93,59.5,6.62,7.58,1,Heavy Rain,High
-0.96,53.0,12.2,17.14,20,Clear,Medium
23.73,65.7,6.44,8.19,18,Fog,High
14.36,63.2,3.69,9.03,4,Cloudy,Medium
28.94,44.9,5.63,21.61,12,Clear,Low
6.51,57.4,13.34,20.77,17,Rain,Medium
-4.23,76.0,12.75,9.33,23,Cloudy,Medium
14.59,83.5,2.98,19.86,22,Clear,Low
30.55,65.4,11.44,0.5,1,Rain,Medium
16.93,66.1,3.05,9.38,19,Cloudy,Medium
12.6,58.5,8.92,5.23,3,Clear,Medium
4.56,56.0,5.38,11.98,15,Rain,Low
36.09,48.4,11.67,18.61,14,Cloudy,Low
2.64,37.0,10.66,17.0,22,Clear,Low
6.3,52.4,11.94,15.78,13,Clear,Low
21.84,81.3,8.11,13.24,11,Cloudy,Low
-7.27,57.4,8.43,10.57,14,Cloudy,Medium
30.3,58.8,4.5,22.81,1,Cloudy,Medium
22.49,58.4,5.91,1.92,0,Fog,High
25.79,87.4,11.85,6.0,17,Cloudy,Low
21.7,48.3,10.1,15.7,11,Snow,Low
13.07,70.0,9.31,25.75,17,Cloudy,Medium
2.24,63.8,12.79,8.89,11,Rain,Medium
13.32,66.2,5.1,9.65,20,Cloudy,Low
3.3,69.4,11.16,0.39,7,Clear,Low
20.83,66.0,5.46,7.13,9,Cloudy,Medium
24.68,79.3,13.43,18.37,6,Rain,Low
32.72,64.5,10.63,26.21,3,Clear,Medium
19.46,96.4,11.89,9.36,2,Cloudy,Low
26.09,65.8,6.9,4.81,2,Rain,Medium
11.43,34.3,15.0,12.63,2,Rain,Medium
9.26,76.5,15.0,2.53,8,Cloudy,Medium
20.68,72.1,10.29,23.12,10,Rain,Low
10.36,65.6,12.53,0.92,19,Snow,High
18.23,60.3,8.09,14.82,19,Cloudy,Low
2.27,26.9,5.19,14.69,12,Rain,Medium
4.42,30.0,11.39,17.65,14,Clear,Low
22.62,94.7,6.24,14.3,4,Clear,Low
25.64,54.5,12.93,12.02,6,Rain,Low
3.17,82.4,12.14,15.86,5,Rain,Medium
23.05,36.1,9.71,19.51,11,Clear,Low
8.61,46.2,9.54,28.17,8,Rain,Medium
15.2,77.2,11.97,2.08,5,Clear,Low
32.0,63.2,9.82,4.55,11,Heavy Rain,High
24.69,74.7,7.79,1.92,2,Cloudy,Medium
24.55,64.8,4.46,4.32,20,Cloudy,Medium
37.91,61.3,11.88,1.2,18,Thunderstorm,High
6.55,52.8,10.1,0.06,23,Cloudy,Medium
3.17,43.5,15.0,8.25,6,Cloudy,Low
6.33,90.2,8.71,19.7,14,Clear,Low
11.95,93.2,9.91,17.64,19,Clear,Low
-13.25,46.3,9.98,6.4,9,Fog,High
12.51,45.1,10.95,7.18,22,Snow,Low
8.47,58.7,6.1,30.1,4,Snow,High
24.41,71.1,8.77,17.35,4,Thunderstorm,High
19.23,61.7,11.48,13.55,12,Clear,Low
7.79,74.0,8.0,13.09,8,Heavy Rain,High
22.08,64.1,11.37,9.4,14,Clear,Low
23.68,62.9,9.29,30.03,20,Rain,Low
5.78,100.0,10.21,10.29,7,Rain,Medium
9.08,55.5,12.45,13.34,17,Rain,Medium
-11.7,94.5,8.32,2.84,7,Clear,Medium
1.91,91.0,4.64,6.27,1,Fog,High
6.09,74.1,8.2,7.04,19,Cloudy,Low
15.89,30.3,6.52,16.38,12,Fog,Medium
3.66,65.6,2.62,5.02,15,Cloudy,Medium
8.84,55.7,8.68,12.43,8,Cloudy,Medium
0.3,65.4,9.6,6.54,10,Fog,Medium
17.05,45.9,12.06,2.09,19,Snow,High
20.11,78.6,5.58,1.73,13,Clear,Low
19.83,82.7,9.27,10.44,3,Cloudy,Medium
15.15,86.1,12.38,12.93,12,Clear,Low
-3.49,58.1,7.28,10.26,3,Snow,High
7.56,45.9,10.61,4.5,4,Cloudy,Low
10.11,71.3,13.79,10.76,23,Clear,Low
10.16,96.6,3.41,9.1,20,Clear,Low
15.9,66.2,9.82,2.62,20,Clear,Low
32.11,73.1,12.49,12.75,2,Cloudy,Low
24.75,60.8,7.95,28.29,23,Thunderstorm,High
3.15,55.9,13.16,10.65,5,Thunderstorm,High
23.14,76.8,10.9,1.15,4,Cloudy,Low
22.68,63.1,14.31,25.22,13,Fog,Medium
5.33,72.3,10.75,23.31,9,Heavy Rain,High
25.19,74.1,14.56,24.89,11,Heavy Rain,High
13.08,71.3,9.9,11.62,20,Clear,Low
-1.92,75.0,4.9,4.95,14,Heavy Rain,High
20.46,49.6,7.11,3.96,7,Thunderstorm,High
17.6,48.5,12.06,22.27,22,Snow,Medium
12.27,64.2,12.0,26.45,16,Cloudy,Medium
14.55,64.7,8.07,3.72,6,Clear,Low
6.37,55.6,14.41,10.68,1,Cloudy,Medium
22.32,69.3,7.94,11.84,3,Rain,High
14.48,81.3,10.39,3.86,4,Clear,Low
17.0,86.4,10.3,5.63,2,Cloudy,Low
19.29,90.4,5.01,9.86,22,Rain,Low
1.14,41.3,8.67,15.69,1,Fog,High
4.27,44.1,15.0,4.97,22,Rain,Medium
-11.52,59.8,6.23,13.22,18,Rain,High
21.78,66.4,10.88,10.86,1,Clear,Low
0.45,60.7,5.54,8.75,10,Rain,Medium
16.59,55.1,6.2,16.9,0,Snow,Medium
19.45,59.5,4.76,7.94,6,Cloudy,Low
22.23,73.7,11.82,0.63,6,Fog,Medium
0.55,41.1,6.39,5.47,16,Cloudy,Medium
14.22,100.0,12.8,13.83,4,Rain,Medium
35.04,65.4,7.41,12.42,18,Snow,Medium
35.57,83.9,9.38,17.8,16,Fog,Medium
26.85,54.6,10.23,15.93,22,Cloudy,Low
19.05,75.3,4.15,1.46,13,Cloudy,Medium
2.94,66.8,9.61,14.59,9,Fog,High
23.62,80.4,10.05,13.09,17,Cloudy,Medium
13.1,61.4,12.42,17.68,16,Clear,Low
21.73,92.9,6.12,10.18,5,Cloudy,Low
7.41,38.1,6.55,17.95,6,Rain,Low
12.92,82.1,10.98,2.99,15,Heavy Rain,Medium
16.97,67.1,13.24,8.89,20,Clear,Low
17.96,46.7,7.22,3.71,12,Cloudy,Medium
20.92,100.0,5.29,18.28,21,Rain,Low
8.05,98.3,8.05,3.81,13,Rain,High
-1.12,27.7,5.96,30.54,15,Clear,Medium
34.5,68.2,10.19,7.48,8,Heavy Rain,Medium
44.87,77.7,5.76,19.18,15,Heavy Rain,Medium
20.37,73.0,11.92,7.6,1,Clear,Low
-0.89,92.3,9.64,24.04,15,Heavy Rain,High
5.72,88.5,12.01,23.7,9,Rain,Medium
21.11,69.8,1.73,9.09,14,Cloudy,Low
31.09,100.0,3.73,14.47,23,Heavy Rain,High
0.45,81.9,12.88,23.47,10,Clear,Low
13.51,58.7,6.84,14.74,16,Cloudy,Medium
17.35,55.1,4.6,3.71,17,Fog,High
25.37,87.4,8.39,12.63,4,Clear,Low
10.88,50.7,9.73,5.27,23,Fog,High
-3.77,57.6,8.53,13.36,13,Rain,High
22.45,60.7,10.4,4.91,17,Clear,Medium
